Year,Student_ID,Name,Term,Class,Level,Site,pt1,pt1_avg,quiz_avg,qz.Week.1,qz.Week.2,qz.Week.3,qz.Week.4,qz.Week.5,qz.Week.6,qz.Week.7,qz.Week.8,qz.Week.9,qz.Week.10,qz.Week.11,quiz,pt2,pt.Week.1,pt.Week.2,pt.Week.3,pt.Week.4,pt.Week.5,pt.Week.6,pt.Week.7,pt.Week.8,pt.Week.9,pt.Week.10,pt.Week.11,pt2_avg,hw,hw_avg,HW.Week.1,HW.Week.2,HW.Week.3,HW.Week.4,HW.Week.5,HW.Week.6,HW.Week.7,HW.Week.8,HW.Week.9,HW.Week.10,HW.Week.11,br,br_avg,ga,ga_avg,va,va_avg,Exam_ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X12,X14,X15,X25,X28,X29,X41,X51,X56,X61,X62,X66,X67,X68,X69,X70,X1_avg,X2_avg,X3_avg,X4_avg,X5_avg,X6_avg,X7_avg,X8_avg,X9_avg,X12_avg,X14_avg,X15_avg,X25_avg,X28_avg,X29_avg,X41_avg,X51_avg,X56_avg,X61_avg,X62_avg,X66_avg,X67_avg,X68_avg,X69_avg,X70_avg,g,g_avg,l,l_avg,rlgvos,rlgvos_avg,s_1,s_2,s_3,s_4,s_5,s,we,we_1,we_2,we_3,we_4,wc_1,wc_2,wc_3,wc_4,wc_5,wc_6,wc_7,wc_8,wc_9,wc_10,wc_11,wc_12,wcA,wcB,wcC,wc,s_1_avg,s_2_avg,s_3_avg,s_4_avg,s_5_avg,s_avg,we_avg,we_1_avg,we_2_avg,we_3_avg,we_4_avg,wc_1_avg,wc_2_avg,wc_3_avg,wc_4_avg,wc_5_avg,wc_6_avg,wc_7_avg,wc_8_avg,wc_9_avg,wc_10_avg,wc_11_avg,wc_12_avg,wcA_avg,wcB_avg,wcC_avg,wc_avg,rlgvosswe,rlgvosswe_avg,total,total_avg,top_ranking,rank,rank_pc,年度,Student_Type,有効フラグ,登録日時,更新日時,性別,入塾年月日,Portal_logins,iPad_subs,iPad_watchtime_hr,End2018Level,End_2017_Level,貸出件数,va_total_attempts,ga_total_attempts
2019,1,1,Term B,Tuesday (J)1630-1900 1,ES011,Jiyugaoka,0.909090909,0.930735931,0.68774906,/,4,3,/,2,6,4,2,3,2,/,0.325,0.909,A,A,A,/,A-,A,A,A-,A-,A,A,0.934792703,0.5,0.895209581,/,U,S,/,U,F,U,S,F,U,U,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266666667,0,0,0,0.5,0.666666667,1,0.4,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.58,0.664054054,0.419333333,0,0.5,0.5,0.5,0,0.5,0.5,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419333333,0.719219595,0.466933333,0.755228851,0.973317172,214,93,NA,Kids,Yes,1/12/2019 18:19,8/31/2019 16:59,男,1/12/2019,48,0,0,NA,NA,2,NA,NA
2019,2,2,Term B,Tuesday (J)1630-1900 1,ES011,Jiyugaoka,0.990909091,0.930735931,0.68774906,/,10,8,8,5,10,10,10,10,10,/,0.9,0.961818182,A,A+,A+,A,A,A,A,A+,A+,A+,A,0.934792703,0.95,0.895209581,/,U,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,0,0,0.9,0.833333333,1,0.6,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.733333333,0.664054054,0.841166667,0,0.75,0.75,1,0,1,0.875,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841166667,0.719219595,0.869998485,0.755228851,0.973317172,51,22,NA,Kids,Yes,1/6/2019 17:28,9/2/2019 15:21,女,1/6/2019,18,4,2.526944444,NA,NA,NA,NA,NA
2019,3,3,Term B,Tuesday (J)1630-1900 1,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,6,4,8,5,9,8,6,7,9,/,0.688888889,0.968181818,A,A,A+,A+,A+,A+,A+,A,A,A+,A,0.934792703,0.9,0.895209581,/,U,S,S,S,S,S,U,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0.833333333,0.833333333,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.493333333,0.664054054,0.634,0,0.75,0.75,0.75,0,0.75,0.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634,0.719219595,0.699507071,0.755228851,0.973317172,151,65,NA,Kids,Yes,2/17/2019 17:21,8/31/2019 11:05,男,2/17/2019,21,0,0,NA,NA,NA,NA,NA
2019,4,4,Term B,Tuesday (J)1630-1900 1,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,7,5,6,7,5,8,9,7,7,/,0.677777778,0.955454545,A,A+,A,A+,A+,A,A,A,A,A+,A,0.934792703,1,0.895209581,/,S,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866666667,0,0,0,0.6,1,0.666666667,0.6,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.64,0.664054054,0.779666667,0,0.75,0.75,0.75,0,0.75,0.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779666667,0.719219595,0.809089899,0.755228851,0.973317172,100,43,NA,Kids,Yes,2/21/2019 11:16,8/31/2019 11:05,女,2/21/2019,22,0,0,NA,NA,NA,NA,NA
2019,5,5,Term B,Tuesday (J)1630-1900 1,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,6,8,6,8,9,6,3,8,4,/,0.644444444,0.904545455,A-,A-,A,A-,A-,A,A,A,A-,A+,A,0.934792703,1,0.895209581,/,S,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.733333333,0,0,0,0.6,1,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.56,0.664054054,0.707,0,0.75,0.75,0.75,0,0.75,0.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707,0.719219595,0.74979899,0.755228851,0.973317172,131,57,NA,Kids,Yes,3/3/2019 16:36,8/31/2019 11:05,男,3/3/2019,52,0,0.190833333,NA,NA,NA,NA,NA
2019,6,6,Term B,Tuesday (J)1630-1900 1,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,7,9,10,8,9,7,6,8,8,/,0.8,0.879090909,A-,A-,A-,A-,A-,A,A-,A,A,A-,A-,0.934792703,0.95,0.895209581,/,U,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,1,0.664054054,0.923,0,0.75,0.75,0.75,0,0.75,0.75,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923,0.719219595,0.909009091,0.755228851,0.973317172,29,13,NA,Kids,Yes,1/26/2019 19:09,7/10/2019 22:22,男,1/26/2019,31,0,0,NA,NA,NA,NA,NA
2019,7,7,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,0.990909091,0.930735931,0.68774906,/,4,3,6,4,4,6,7,5,4,/,0.477777778,0.93,A,A,A,A,A,A,A,A,A,A,A,0.934792703,0.95,0.895209581,/,S,S,S,S,U,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533333333,0,0,0,0.8,0.666666667,0.666666667,0.2,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.533333333,0.664054054,0.474,0,0.5,0.5,0.5,0,0.5,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0.719219595,0.567577778,0.755228851,0.973317172,196,85,NA,Kids,Yes,2/21/2019 12:23,8/31/2019 11:05,男,2/21/2019,15,0,0,NA,NA,NA,NA,NA
2019,8,8,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,0.981818182,0.930735931,0.68774906,/,10,8,10,10,10,10,10,9,8,/,0.944444444,0.942727273,A,A,A,A,A,A,A,A+,A+,A,A,0.934792703,0.75,0.895209581,S,U,U,S,U,S,S,S,S,U,U,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.98,0.664054054,0.9465,0,0.75,0.75,1,0,1,0.875,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9465,0.719219595,0.926267172,0.755228851,0.973317172,19,8,NA,Kids,Yes,2/23/2019 16:51,8/31/2019 11:05,男,2/23/2019,16,0,0,NA,NA,NA,NA,NA
2019,9,9,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,9,10,10,8,10,9,8,8,8,/,0.888888889,0.955454545,A,A+,A,A+,A,A+,A-,A+,A,A,A+,0.934792703,0.95,0.895209581,/,U,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9,0.833333333,0.833333333,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.753333333,0.664054054,0.862,0,0.75,0.75,0.75,0,0.75,0.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0.719219595,0.882834343,0.755228851,0.973317172,42,18,NA,Kids,Yes,1/19/2019 19:11,8/31/2019 11:05,男,1/19/2019,17,0,0,NA,NA,11,NA,NA
2019,10,10,Term B,Tuesday (J)1630-1900 2,ES011,Jiyugaoka,1,0.930735931,0.68774906,/,8,6,8,7,10,8,8,8,9,/,0.8,0.936363636,A,A,A,A,A,A,A,A,A,A,A+,0.934792703,1,0.895209581,/,S,S,S,S,S,S,S,S,S,S,0,0,0,0,0,0,2019BES011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0,0,0,0.9,1,1,0.4,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755555556,0,0,0,0.691441441,0.870870871,0.843843844,0.408108108,0.506006006,0,0,0.793333333,0.664054054,0.857,0,0.75,0.75,0.75,0,0.75,0.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775900901,0.717342342,0.757882883,0,0.885135135,0.784065315,0.674774775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0.719219595,0.873536364,0.755228851,0.973317172,47,20,NA,Kids,Yes,1/12/2019 17:45,8/31/2019 11:05,女,1/12/2019,38,0,0,NA,NA,NA,NA,NA
